pokemon,move,move_kind,type,stab_bonus,damage,energy,damage_per_energy,effect,archetype,notes
Arctibax,Dragon Claw,charged,dragon,1.2,50,35,1.43,,Spam/Bait,
Arctibax,Icy Wind,charged,ice,1.2,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Arctibax,Outrage,charged,dragon,1.2,110,60,1.83,,Nuke,
Arctovish,Ancient Power,charged,rock,1.0,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Arctovish,Avalanche,charged,ice,1.2,90,45,2.0,,General,
Arctovish,Brine,charged,water,1.2,60,50,1.2,,General,
Arctozolt,Ancient Power,charged,rock,1.0,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Arctozolt,Avalanche,charged,ice,1.2,90,45,2.0,,General,
Arctozolt,Discharge,charged,electric,1.2,65,45,1.44,,General,
Ariados,Cross Poison,charged,poison,1.2,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Ariados,Lunge,charged,bug,1.2,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Ariados,Megahorn,charged,bug,1.2,110,55,2.0,,Nuke,
Ariados,Shadow Sneak,charged,ghost,1.0,50,45,1.11,,General,
Ariados,Trailblaze,charged,grass,1.0,65,45,1.44,100% chance +1 Atk self,Boost,
Armaldo,Cross Poison,charged,poison,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Armaldo,Liquidation,charged,water,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Armaldo,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Armaldo,Rock Blast,charged,rock,1.2,50,40,1.25,,Spam/Bait,
Armaldo,Water Pulse,charged,water,1.0,80,55,1.45,,General,
Armaldo (Shadow),Cross Poison,charged,poison,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Armaldo (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Armaldo (Shadow),Liquidation,charged,water,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Armaldo (Shadow),Rock Blast,charged,rock,1.2,50,40,1.25,,Spam/Bait,
Armaldo (Shadow),Water Pulse,charged,water,1.0,80,55,1.45,,General,
Armarouge,Flame Charge,charged,fire,1.2,65,50,1.3,100% chance +1 Atk self,Boost,
Armarouge,Flamethrower,charged,fire,1.2,90,55,1.64,,High Energy,
Armarouge,Heat Wave,charged,fire,1.2,95,75,1.27,,High Energy,
Armarouge,Psyshock,charged,psychic,1.2,70,45,1.56,,General,
Aromatisse,Draining Kiss,charged,fairy,1.2,60,55,1.09,,High Energy,
Aromatisse,Moonblast,charged,fairy,1.2,110,60,1.83,10.0% chance -1 Atk opponent,Debuff Nuke,
Aromatisse,Psychic,charged,psychic,1.0,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Aromatisse,Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,
Aron,Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Aron,Iron Head,charged,steel,1.2,70,50,1.4,,General,
Aron,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Aron,Rock Tomb,charged,rock,1.2,70,60,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Aron (Shadow),Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Aron (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Aron (Shadow),Iron Head,charged,steel,1.2,70,50,1.4,,General,
Aron (Shadow),Rock Tomb,charged,rock,1.2,70,60,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Arrokuda,Aqua Jet,charged,water,1.2,45,45,1.0,,General,
Arrokuda,Close Combat,charged,fighting,1.0,100,45,2.22,100% chance -2 Def self,Self-Debuff,
Arrokuda,Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Articuno,Ancient Power,charged,rock,1.0,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Articuno,Blizzard,charged,ice,1.2,140,75,1.87,,Nuke,
Articuno,Hurricane,charged,flying,1.2,110,65,1.69,,Nuke,elite
Articuno,Ice Beam,charged,ice,1.2,90,55,1.64,,High Energy,
Articuno,Icy Wind,charged,ice,1.2,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Articuno,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Articuno,Triple Axel,charged,ice,1.2,60,45,1.33,100% chance +1 Atk self,Boost,
Articuno (Galarian),Ancient Power,charged,rock,1.0,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Articuno (Galarian),Brave Bird,charged,flying,1.2,130,55,2.36,100% chance -3 Def self,Self-Debuff Nuke,
Articuno (Galarian),Future Sight,charged,psychic,1.2,110,65,1.69,,Nuke,
Articuno (Shadow),Ancient Power,charged,rock,1.0,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Articuno (Shadow),Blizzard,charged,ice,1.2,140,75,1.87,,Nuke,
Articuno (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Articuno (Shadow),Hurricane,charged,flying,1.2,110,65,1.69,,Nuke,elite
Articuno (Shadow),Ice Beam,charged,ice,1.2,90,55,1.64,,High Energy,
Articuno (Shadow),Icy Wind,charged,ice,1.2,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Articuno (Shadow),Triple Axel,charged,ice,1.2,60,45,1.33,100% chance +1 Atk self,Boost,
Audino,Dazzling Gleam,charged,fairy,1.0,110,70,1.57,,Nuke,
Audino,Disarming Voice,charged,fairy,1.0,70,45,1.56,,General,
Audino,Hyper Beam,charged,normal,1.2,150,80,1.88,,Nuke,
Aurorus,Ancient Power,charged,rock,1.2,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Aurorus,Blizzard,charged,ice,1.2,140,75,1.87,,Nuke,
Aurorus,Hyper Beam,charged,normal,1.0,150,80,1.88,,Nuke,
Aurorus,Meteor Beam,charged,rock,1.2,120,60,2.0,100% chance +1 Atk self,Boost Nuke,
Aurorus,Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,
Aurorus,Weather Ball (Ice),charged,ice,1.2,55,35,1.57,,Spam/Bait,
Avalugg,Avalanche,charged,ice,1.2,90,45,2.0,,General,
Avalugg,Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Avalugg,Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Avalugg,Earthquake,charged,ground,1.0,110,65,1.69,,Nuke,
Avalugg,Icy Wind,charged,ice,1.2,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Avalugg,Mirror Coat,charged,psychic,1.0,60,55,1.09,,High Energy,
Avalugg (Hisuian),Blizzard,charged,ice,1.2,140,75,1.87,,Nuke,
Avalugg (Hisuian),Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Avalugg (Hisuian),Icy Wind,charged,ice,1.2,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Avalugg (Hisuian),Rock Slide,charged,rock,1.2,65,45,1.44,,General,
Axew,Aqua Tail,charged,water,1.0,55,35,1.57,,Spam/Bait,
Axew,Dragon Claw,charged,dragon,1.2,50,35,1.43,,Spam/Bait,
Axew,Dragon Pulse,charged,dragon,1.2,90,60,1.5,,High Energy,
Azelf,Fire Blast,charged,fire,1.0,140,80,1.75,,Nuke,
Azelf,Future Sight,charged,psychic,1.2,110,65,1.69,,Nuke,
Azelf,Swift,charged,normal,1.0,55,35,1.57,,Spam/Bait,
Azumarill,Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Azumarill,Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Azumarill,Play Rough,charged,fairy,1.2,90,60,1.5,,High Energy,
Azurill,Body Slam,charged,normal,1.2,50,35,1.43,,Spam/Bait,
Azurill,Bubble Beam,charged,water,1.0,25,40,0.62,100% chance -1 Atk opponent,Debuff Spam/Bait,
Azurill,Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Bagon,Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Bagon,Flamethrower,charged,fire,1.0,90,55,1.64,,High Energy,
Bagon,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Bagon,Twister,charged,dragon,1.2,45,45,1.0,,General,
Bagon (Shadow),Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Bagon (Shadow),Flamethrower,charged,fire,1.0,90,55,1.64,,High Energy,
Bagon (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Bagon (Shadow),Twister,charged,dragon,1.2,45,45,1.0,,General,
Baltoy,Dig,charged,ground,1.2,70,50,1.4,,High Energy,
Baltoy,Gyro Ball,charged,steel,1.0,80,60,1.33,,High Energy,
Baltoy,Psybeam,charged,psychic,1.2,70,60,1.17,,High Energy,
Banette,Dazzling Gleam,charged,fairy,1.0,110,70,1.57,,Nuke,
Banette,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Banette,Shadow Ball,charged,ghost,1.2,100,55,1.82,,Nuke,
Banette,Thunder,charged,electric,1.0,100,60,1.67,,High Energy,
Banette (Mega),Dazzling Gleam,charged,fairy,1.0,110,70,1.57,,Nuke,
Banette (Mega),Shadow Ball,charged,ghost,1.2,100,55,1.82,,Nuke,
Banette (Mega),Thunder,charged,electric,1.0,100,60,1.67,,High Energy,
Banette (Shadow),Dazzling Gleam,charged,fairy,1.0,110,70,1.57,,Nuke,
Banette (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Banette (Shadow),Shadow Ball,charged,ghost,1.2,100,55,1.82,,Nuke,
Banette (Shadow),Thunder,charged,electric,1.0,100,60,1.67,,High Energy,
Barbaracle,Cross Chop,charged,fighting,1.0,55,35,1.57,,Spam/Bait,
Barbaracle,Grass Knot,charged,grass,1.0,90,50,1.8,,General,
Barbaracle,Razor Shell,charged,water,1.2,35,35,1.0,50.0% chance -1 Def opponent,Spam/Bait Debuff,
Barbaracle,Skull Bash,charged,normal,1.0,130,75,1.73,100% chance +1 Def self,Boost Nuke,
Barbaracle,Stone Edge,charged,rock,1.2,100,55,1.82,,Nuke,
Barboach,Aqua Tail,charged,water,1.2,55,35,1.57,,Spam/Bait,
Barboach,Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Barboach,Mud Bomb,charged,ground,1.2,60,40,1.5,,Spam/Bait,
Barboach,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Barboach,Scald,charged,water,1.2,85,50,1.7,30.0% chance -1 Atk opponent,High Energy Debuff,
Barboach (Shadow),Aqua Tail,charged,water,1.2,55,35,1.57,,Spam/Bait,
Barboach (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Barboach (Shadow),Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Barboach (Shadow),Mud Bomb,charged,ground,1.2,60,40,1.5,,Spam/Bait,
Barboach (Shadow),Scald,charged,water,1.2,85,50,1.7,30.0% chance -1 Atk opponent,High Energy Debuff,
Barraskewda,Aqua Jet,charged,water,1.2,45,45,1.0,,General,
Barraskewda,Close Combat,charged,fighting,1.0,100,45,2.22,100% chance -2 Def self,Self-Debuff,
Barraskewda,Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Basculegion (Female),Struggle,charged,normal,1.0,35,100,0.35,,High Energy,
Basculegion (Male),Struggle,charged,normal,1.0,35,100,0.35,,High Energy,
Basculin,Aqua Jet,charged,water,1.2,45,45,1.0,,General,
Basculin,Aqua Tail,charged,water,1.2,55,35,1.57,,Spam/Bait,
Basculin,Muddy Water,charged,water,1.2,35,35,1.0,30.0% chance -1 Atk opponent,Debuff Spam/Bait,
Bastiodon,Flamethrower,charged,fire,1.0,90,55,1.64,,High Energy,
Bastiodon,Flash Cannon,charged,steel,1.2,110,70,1.57,,Nuke,
Bastiodon,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Bastiodon,Stone Edge,charged,rock,1.2,100,55,1.82,,Nuke,
Bastiodon (Shadow),Flamethrower,charged,fire,1.0,90,55,1.64,,High Energy,
Bastiodon (Shadow),Flash Cannon,charged,steel,1.2,110,70,1.57,,Nuke,
Bastiodon (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Bastiodon (Shadow),Stone Edge,charged,rock,1.2,100,55,1.82,,Nuke,
Baxcalibur,Avalanche,charged,ice,1.2,90,45,2.0,,General,
Baxcalibur,Blizzard,charged,ice,1.2,140,75,1.87,,Nuke,
Baxcalibur,Dragon Claw,charged,dragon,1.2,50,35,1.43,,Spam/Bait,
Baxcalibur,Icy Wind,charged,ice,1.2,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Baxcalibur,Outrage,charged,dragon,1.2,110,60,1.83,,Nuke,
Bayleef,Ancient Power,charged,rock,1.0,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Bayleef,Energy Ball,charged,grass,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Bayleef,Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Bayleef,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Bayleef (Shadow),Ancient Power,charged,rock,1.0,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Bayleef (Shadow),Energy Ball,charged,grass,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Bayleef (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Bayleef (Shadow),Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Beartic,Ice Punch,charged,ice,1.2,60,40,1.5,,Spam/Bait,
Beartic,Liquidation,charged,water,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Beartic,Play Rough,charged,fairy,1.0,90,60,1.5,,High Energy,
Beartic,Surf,charged,water,1.0,75,45,1.67,,General,
Beautifly,Air Cutter,charged,flying,1.2,60,55,1.09,,High Energy,
Beautifly,Bug Buzz,charged,bug,1.2,100,60,1.67,30.0% chance -1 Def opponent,High Energy Debuff,
Beautifly,Silver Wind,charged,bug,1.2,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Beedrill,Aerial Ace,charged,flying,1.0,55,40,1.38,,General,
Beedrill,Drill Run,charged,ground,1.0,80,45,1.78,,General,elite
Beedrill,Fell Stinger,charged,bug,1.2,20,35,0.57,100% chance +1 Atk self,Boost Spam/Bait,
Beedrill,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Beedrill,Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Beedrill,X-Scissor,charged,bug,1.2,65,40,1.62,,Spam/Bait,
Beedrill (Mega),Aerial Ace,charged,flying,1.0,55,40,1.38,,General,
Beedrill (Mega),Drill Run,charged,ground,1.0,80,45,1.78,,General,elite
Beedrill (Mega),Fell Stinger,charged,bug,1.2,20,35,0.57,100% chance +1 Atk self,Boost Spam/Bait,
Beedrill (Mega),Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Beedrill (Mega),X-Scissor,charged,bug,1.2,65,40,1.62,,Spam/Bait,
Beedrill (Shadow),Aerial Ace,charged,flying,1.0,55,40,1.38,,General,
Beedrill (Shadow),Drill Run,charged,ground,1.0,80,45,1.78,,General,elite
Beedrill (Shadow),Fell Stinger,charged,bug,1.2,20,35,0.57,100% chance +1 Atk self,Boost Spam/Bait,
Beedrill (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Beedrill (Shadow),Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Beedrill (Shadow),X-Scissor,charged,bug,1.2,65,40,1.62,,Spam/Bait,
Beheeyem,Dark Pulse,charged,dark,1.0,80,50,1.6,,General,
Beheeyem,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Beheeyem,Rock Slide,charged,rock,1.0,65,45,1.44,,General,
Beldum,Iron Head,charged,steel,1.2,70,50,1.4,,General,
Beldum,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Beldum (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Beldum (Shadow),Iron Head,charged,steel,1.2,70,50,1.4,,General,
Bellibolt,Discharge,charged,electric,1.2,65,45,1.44,,General,
Bellibolt,Parabolic Charge,charged,electric,1.2,70,50,1.4,66.0% chance +1 Def self,Boost,
Bellibolt,Zap Cannon,charged,electric,1.2,150,80,1.88,33.0% chance -1 Atk opponent,Debuff Nuke,
Bellossom,Dazzling Gleam,charged,fairy,1.0,110,70,1.57,,Nuke,
Bellossom,Leaf Blade,charged,grass,1.2,70,35,2.0,,Spam/Bait,
Bellossom,Petal Blizzard,charged,grass,1.2,110,65,1.69,,Nuke,
Bellossom,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Bellossom (Shadow),Dazzling Gleam,charged,fairy,1.0,110,70,1.57,,Nuke,
Bellossom (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Bellossom (Shadow),Leaf Blade,charged,grass,1.2,70,35,2.0,,Spam/Bait,
Bellossom (Shadow),Petal Blizzard,charged,grass,1.2,110,65,1.69,,Nuke,
Bellsprout,Power Whip,charged,grass,1.2,90,50,1.8,,General,
Bellsprout,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Bellsprout,Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Bellsprout,Wrap,charged,normal,1.0,60,45,1.33,,General,
Bellsprout (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Bellsprout (Shadow),Power Whip,charged,grass,1.2,90,50,1.8,,General,
Bellsprout (Shadow),Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Bellsprout (Shadow),Wrap,charged,normal,1.0,60,45,1.33,,General,
Bergmite,Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Bergmite,Icy Wind,charged,ice,1.2,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Bergmite,Mirror Coat,charged,psychic,1.0,60,55,1.09,,High Energy,
Bewear,Drain Punch,charged,fighting,1.2,20,40,0.5,100% chance +1 Def self,Boost Spam/Bait,elite
Bewear,Payback,charged,dark,1.0,110,60,1.83,,Nuke,
Bewear,Stomp,charged,normal,1.2,55,40,1.38,,Spam/Bait,
Bewear,Superpower,charged,fighting,1.2,85,40,2.12,100% chance -1 Atk -1 Def self,Self-Debuff Spam,
Bibarel,Hyper Beam,charged,normal,1.2,150,80,1.88,,Nuke,
Bibarel,Hyper Fang,charged,normal,1.2,80,50,1.6,,General,
Bibarel,Return,charged,normal,1.2,130,70,1.86,,Nuke,
Bibarel,Surf,charged,water,1.2,75,45,1.67,,General,
Bibarel (Shadow),Frustration,charged,normal,1.2,10,70,0.14,,High Energy,
Bibarel (Shadow),Hyper Beam,charged,normal,1.2,150,80,1.88,,Nuke,
Bibarel (Shadow),Hyper Fang,charged,normal,1.2,80,50,1.6,,General,
Bibarel (Shadow),Surf,charged,water,1.2,75,45,1.67,,General,
Bidoof,Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Bidoof,Grass Knot,charged,grass,1.0,90,50,1.8,,General,
Bidoof,Hyper Fang,charged,normal,1.2,80,50,1.6,,General,
Bidoof,Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,elite
Bidoof,Return,charged,normal,1.2,130,70,1.86,,Nuke,
Bidoof,Shadow Ball,charged,ghost,1.0,100,55,1.82,,Nuke,elite
Bidoof,Superpower,charged,fighting,1.0,85,40,2.12,100% chance -1 Atk -1 Def self,Self-Debuff Spam,elite
Bidoof,Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,elite
Bidoof (Shadow),Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Bidoof (Shadow),Frustration,charged,normal,1.2,10,70,0.14,,High Energy,
Bidoof (Shadow),Grass Knot,charged,grass,1.0,90,50,1.8,,General,
Bidoof (Shadow),Hyper Fang,charged,normal,1.2,80,50,1.6,,General,
Bidoof (Shadow),Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,elite
Bidoof (Shadow),Shadow Ball,charged,ghost,1.0,100,55,1.82,,Nuke,elite
Bidoof (Shadow),Superpower,charged,fighting,1.0,85,40,2.12,100% chance -1 Atk -1 Def self,Self-Debuff Spam,elite
Bidoof (Shadow),Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,elite
Binacle,Ancient Power,charged,rock,1.2,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Binacle,Cross Chop,charged,fighting,1.0,55,35,1.57,,Spam/Bait,
Binacle,Dig,charged,ground,1.0,70,50,1.4,,High Energy,
Bisharp,Dark Pulse,charged,dark,1.2,80,50,1.6,,General,
Bisharp,Focus Blast,charged,fighting,1.0,150,75,2.0,,Nuke,
Bisharp,Iron Head,charged,steel,1.2,70,50,1.4,,General,
Bisharp,X-Scissor,charged,bug,1.0,65,40,1.62,,Spam/Bait,
Blacephalon,Mystical Fire,charged,fire,1.2,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Blacephalon,Overheat,charged,fire,1.2,130,55,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Blacephalon,Shadow Ball,charged,ghost,1.2,100,55,1.82,,Nuke,
Blastoise,Flash Cannon,charged,steel,1.0,110,70,1.57,,Nuke,
Blastoise,Hydro Cannon,charged,water,1.2,80,40,2.0,,Spam/Bait,elite
Blastoise,Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Blastoise,Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Blastoise,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Blastoise,Skull Bash,charged,normal,1.0,130,75,1.73,100% chance +1 Def self,Boost Nuke,
Blastoise (Mega),Flash Cannon,charged,steel,1.0,110,70,1.57,,Nuke,
Blastoise (Mega),Hydro Cannon,charged,water,1.2,80,40,2.0,,Spam/Bait,elite
Blastoise (Mega),Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Blastoise (Mega),Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Blastoise (Mega),Skull Bash,charged,normal,1.0,130,75,1.73,100% chance +1 Def self,Boost Nuke,
Blastoise (Shadow),Flash Cannon,charged,steel,1.0,110,70,1.57,,Nuke,
Blastoise (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Blastoise (Shadow),Hydro Cannon,charged,water,1.2,80,40,2.0,,Spam/Bait,elite
Blastoise (Shadow),Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Blastoise (Shadow),Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Blastoise (Shadow),Skull Bash,charged,normal,1.0,130,75,1.73,100% chance +1 Def self,Boost Nuke,
Blaziken,Blast Burn,charged,fire,1.2,110,50,2.2,,General,elite
Blaziken,Blaze Kick,charged,fire,1.2,60,40,1.5,,Spam/Bait,
Blaziken,Brave Bird,charged,flying,1.0,130,55,2.36,100% chance -3 Def self,Self-Debuff Nuke,
Blaziken,Focus Blast,charged,fighting,1.2,150,75,2.0,,Nuke,
Blaziken,Overheat,charged,fire,1.2,130,55,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Blaziken,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Blaziken,Stone Edge,charged,rock,1.0,100,55,1.82,,Nuke,elite
Blaziken (Mega),Blast Burn,charged,fire,1.2,110,50,2.2,,General,elite
Blaziken (Mega),Blaze Kick,charged,fire,1.2,60,40,1.5,,Spam/Bait,
Blaziken (Mega),Brave Bird,charged,flying,1.0,130,55,2.36,100% chance -3 Def self,Self-Debuff Nuke,
Blaziken (Mega),Focus Blast,charged,fighting,1.2,150,75,2.0,,Nuke,
Blaziken (Mega),Overheat,charged,fire,1.2,130,55,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Blaziken (Mega),Stone Edge,charged,rock,1.0,100,55,1.82,,Nuke,elite
Blaziken (Shadow),Blast Burn,charged,fire,1.2,110,50,2.2,,General,elite
Blaziken (Shadow),Blaze Kick,charged,fire,1.2,60,40,1.5,,Spam/Bait,
Blaziken (Shadow),Brave Bird,charged,flying,1.0,130,55,2.36,100% chance -3 Def self,Self-Debuff Nuke,
Blaziken (Shadow),Focus Blast,charged,fighting,1.2,150,75,2.0,,Nuke,
Blaziken (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Blaziken (Shadow),Overheat,charged,fire,1.2,130,55,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Blaziken (Shadow),Stone Edge,charged,rock,1.0,100,55,1.82,,Nuke,elite
Blipbug,Struggle,charged,normal,1.0,35,100,0.35,,High Energy,
Blissey,Dazzling Gleam,charged,fairy,1.0,110,70,1.57,,Nuke,
Blissey,Hyper Beam,charged,normal,1.2,150,80,1.88,,Nuke,
Blissey,Psychic,charged,psychic,1.0,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Blissey,Wild Charge,charged,electric,1.0,100,45,2.22,100% chance -2 Def self,Self-Debuff,elite
Blitzle,Discharge,charged,electric,1.2,65,45,1.44,,General,
Blitzle,Flame Charge,charged,fire,1.0,65,50,1.3,100% chance +1 Atk self,Boost,
Blitzle,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Blitzle,Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Blitzle (Shadow),Discharge,charged,electric,1.2,65,45,1.44,,General,
Blitzle (Shadow),Flame Charge,charged,fire,1.0,65,50,1.3,100% chance +1 Atk self,Boost,
Blitzle (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Blitzle (Shadow),Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Boldore,Bulldoze,charged,ground,1.0,45,45,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Boldore,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Boldore,Rock Slide,charged,rock,1.2,65,45,1.44,,General,
Boldore,Stone Edge,charged,rock,1.2,100,55,1.82,,Nuke,
Boldore (Shadow),Bulldoze,charged,ground,1.0,45,45,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Boldore (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Boldore (Shadow),Rock Slide,charged,rock,1.2,65,45,1.44,,General,
Boldore (Shadow),Stone Edge,charged,rock,1.2,100,55,1.82,,Nuke,
Boltund,Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Boltund,Thunder,charged,electric,1.2,100,60,1.67,,High Energy,
Bombirdier,Aerial Ace,charged,flying,1.2,55,40,1.38,,General,
Bombirdier,Fly,charged,flying,1.2,80,45,1.78,,General,
Bombirdier,Payback,charged,dark,1.2,110,60,1.83,,Nuke,
Bonsly,Earthquake,charged,ground,1.0,110,65,1.69,,Nuke,
Bonsly,Rock Slide,charged,rock,1.2,65,45,1.44,,General,
Bonsly,Rock Tomb,charged,rock,1.2,70,60,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Bouffalant,Earthquake,charged,ground,1.0,110,65,1.69,,Nuke,
Bouffalant,Megahorn,charged,bug,1.0,110,55,2.0,,Nuke,
Bouffalant,Skull Bash,charged,normal,1.2,130,75,1.73,100% chance +1 Def self,Boost Nuke,
Bouffalant,Stomp,charged,normal,1.2,55,40,1.38,,Spam/Bait,
Bounsweet,Draining Kiss,charged,fairy,1.0,60,55,1.09,,High Energy,
Bounsweet,Energy Ball,charged,grass,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
