pokemon,move,move_kind,type,stab_bonus,damage,energy_gain,turns,damage_per_turn,energy_per_turn,archetype,notes
Bidoof (Shadow),Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Bidoof (Shadow),Take Down,fast,normal,1.2,5,8,3,1.67,2.67,Low Quality,
Binacle,Mud Slap,fast,ground,1.0,12,10,3,4.0,3.33,Multipurpose,
Binacle,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Bisharp,Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,General,
Bisharp,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Blacephalon,Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,Multipurpose,
Blacephalon,Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,
Blastoise,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Blastoise,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Blastoise (Mega),Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Blastoise (Mega),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Blastoise (Shadow),Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Blastoise (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Blaziken,Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Blaziken,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Blaziken (Mega),Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Blaziken (Mega),Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Blaziken (Shadow),Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Blaziken (Shadow),Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Blipbug,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,Low Quality,
Blissey,Pound,fast,normal,1.2,4,4,2,2.0,2.0,Low Quality,
Blissey,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Blitzle,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Blitzle,Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Blitzle (Shadow),Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Blitzle (Shadow),Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Boldore,Mud Slap,fast,ground,1.0,12,10,3,4.0,3.33,Multipurpose,
Boldore,Smack Down,fast,rock,1.2,11,8,3,3.67,2.67,Heavy Damage,
Boldore (Shadow),Mud Slap,fast,ground,1.0,12,10,3,4.0,3.33,Multipurpose,
Boldore (Shadow),Smack Down,fast,rock,1.2,11,8,3,3.67,2.67,Heavy Damage,
Boltund,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Boltund,Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Bombirdier,Rock Throw,fast,rock,1.0,8,5,2,4.0,2.5,Heavy Damage,
Bombirdier,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,
Bonsly,Counter,fast,fighting,1.0,8,6,2,4.0,3.0,Multipurpose,
Bonsly,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,
Bouffalant,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Bouffalant,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Bounsweet,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Bounsweet,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Braixen,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Braixen,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Brambleghast,Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,Fast Charge,
Brambleghast,Hex,fast,ghost,1.2,6,12,3,2.0,4.0,Fast Charge,
Bramblin,Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,Multipurpose,
Bramblin,Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,Fast Charge,
Braviary,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Braviary,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Braviary (Hisuian),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Braviary (Hisuian),Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Breloom,Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,Fast Charge,
Breloom,Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Breloom,Force Palm,fast,fighting,1.2,13,10,3,4.33,3.33,Multipurpose,
Brionne,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Brionne,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Bronzong,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Bronzong,Feint Attack,fast,dark,1.0,6,6,2,3.0,3.0,General,
Bronzong,Metal Sound,fast,steel,1.2,3,8,2,1.5,4.0,Fast Charge,
Bronzor,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Bronzor,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Brutebonnet,Splash,fast,water,1.0,0,12,4,0.0,3.0,Low Quality,
Bruxish,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Bruxish,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Bruxish,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Budew,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,
Budew,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,Low Quality,
Budew,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,Low Quality,
Budew,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,Low Quality,
Budew,Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,Low Quality,
Budew,Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,Low Quality,
Budew,Hidden Power (Flying),fast,flying,1.0,9,8,3,3.0,2.67,Low Quality,
Budew,Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,Low Quality,
Budew,Hidden Power (Grass),fast,grass,1.2,9,8,3,3.0,2.67,Low Quality,
Budew,Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,Low Quality,
Budew,Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,Low Quality,
Budew,Hidden Power (Poison),fast,poison,1.2,9,8,3,3.0,2.67,Low Quality,
Budew,Hidden Power (Psychic),fast,psychic,1.0,9,8,3,3.0,2.67,Low Quality,
Budew,Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,Low Quality,
Budew,Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,Low Quality,
Budew,Hidden Power (Water),fast,water,1.0,9,8,3,3.0,2.67,Low Quality,
Budew,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Buizel,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Buizel,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Bulbasaur,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Bulbasaur,Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Bulbasaur (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Bulbasaur (Shadow),Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Buneary,Pound,fast,normal,1.2,4,4,2,2.0,2.0,Low Quality,
Buneary,Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Bunnelby,Mud Slap,fast,ground,1.0,12,10,3,4.0,3.33,Multipurpose,
Bunnelby,Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Bunnelby (Shadow),Mud Slap,fast,ground,1.0,12,10,3,4.0,3.33,Multipurpose,
Bunnelby (Shadow),Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Burmy (Plant),Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Burmy (Plant),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Burmy (Sandy),Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Burmy (Sandy),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Burmy (Trash),Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Burmy (Trash),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Butterfree,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,elite
Butterfree,Confusion,fast,psychic,1.0,16,12,4,4.0,3.0,Multipurpose,
Butterfree,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,Low Quality,
Butterfree (Shadow),Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,elite
Butterfree (Shadow),Confusion,fast,psychic,1.0,16,12,4,4.0,3.0,Multipurpose,
Butterfree (Shadow),Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,Low Quality,
Buzzwole,Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Buzzwole,Poison Jab,fast,poison,1.0,7,7,2,3.5,3.5,General,
Cacnea,Poison Sting,fast,poison,1.0,4,9,2,2.0,4.5,Fast Charge,
Cacnea,Sand Attack,fast,ground,1.0,2,4,1,2.0,4.0,Fast Charge,
Cacnea,Sucker Punch,fast,dark,1.0,8,7,2,4.0,3.5,Multipurpose,
Cacnea (Shadow),Poison Sting,fast,poison,1.0,4,9,2,2.0,4.5,Fast Charge,
Cacnea (Shadow),Sand Attack,fast,ground,1.0,2,4,1,2.0,4.0,Fast Charge,
Cacnea (Shadow),Sucker Punch,fast,dark,1.0,8,7,2,4.0,3.5,Multipurpose,
Cacturne,Poison Jab,fast,poison,1.0,7,7,2,3.5,3.5,General,
Cacturne,Sand Attack,fast,ground,1.0,2,4,1,2.0,4.0,Fast Charge,
Cacturne,Sucker Punch,fast,dark,1.2,8,7,2,4.0,3.5,Multipurpose,
Cacturne (Shadow),Poison Jab,fast,poison,1.0,7,7,2,3.5,3.5,General,
Cacturne (Shadow),Sand Attack,fast,ground,1.0,2,4,1,2.0,4.0,Fast Charge,
Cacturne (Shadow),Sucker Punch,fast,dark,1.2,8,7,2,4.0,3.5,Multipurpose,
Calyrex,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Calyrex,Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Calyrex (Ice Rider),Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Calyrex (Ice Rider),Take Down,fast,normal,1.0,5,8,3,1.67,2.67,Low Quality,
Camerupt,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Camerupt,Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,
Camerupt,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Camerupt (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Camerupt (Shadow),Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,
Camerupt (Shadow),Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Capsakid,Leafage,fast,grass,1.2,6,7,2,3.0,3.5,General,
Capsakid,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Carbink,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,
Carbink,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Carkol,Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,
Carkol,Smack Down,fast,rock,1.2,11,8,3,3.67,2.67,Heavy Damage,
Carnivine,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Carnivine,Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Carracosta,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,
Carracosta,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Carracosta (Shadow),Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,
Carracosta (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Carvanha,Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Carvanha,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Carvanha (Shadow),Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Carvanha (Shadow),Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Cascoon,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Cascoon,Poison Sting,fast,poison,1.0,4,9,2,2.0,4.5,Fast Charge,
Castform,Hex,fast,ghost,1.0,6,12,3,2.0,4.0,Fast Charge,
Castform,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Castform (Rainy),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Castform (Rainy),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Castform (Snowy),Powder Snow,fast,ice,1.2,5,8,2,2.5,4.0,Fast Charge,
Castform (Snowy),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Castform (Sunny),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Castform (Sunny),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Caterpie,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Caterpie,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Caterpie (Shadow),Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Caterpie (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Celebi,Charge Beam,fast,electric,1.0,5,11,3,1.67,3.67,Fast Charge,
Celebi,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Celebi,Magical Leaf,fast,grass,1.2,10,10,3,3.33,3.33,General,elite
Celesteela,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Celesteela,Smack Down,fast,rock,1.0,11,8,3,3.67,2.67,Heavy Damage,
Centiskorch,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Centiskorch,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Ceruledge,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Ceruledge,Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,
Cetitan,Ice Shard,fast,ice,1.2,9,10,3,3.0,3.33,General,
Cetitan,Powder Snow,fast,ice,1.2,5,8,2,2.5,4.0,Fast Charge,
Cetitan,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Cetoddle,Ice Shard,fast,ice,1.2,9,10,3,3.0,3.33,General,
Cetoddle,Powder Snow,fast,ice,1.2,5,8,2,2.5,4.0,Fast Charge,
Cetoddle,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Chandelure,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Chandelure,Hex,fast,ghost,1.2,6,12,3,2.0,4.0,Fast Charge,
Chandelure,Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,
Chandelure (Shadow),Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Chandelure (Shadow),Hex,fast,ghost,1.2,6,12,3,2.0,4.0,Fast Charge,
Chandelure (Shadow),Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,
Chansey,Pound,fast,normal,1.2,4,4,2,2.0,2.0,Low Quality,
Chansey,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Charcadet,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Charcadet,Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,
Charizard,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Charizard,Dragon Breath,fast,dragon,1.0,4,3,1,4.0,3.0,Multipurpose,elite
Charizard,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,elite
Charizard,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Charizard,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,elite
Charizard (Mega X),Air Slash,fast,flying,1.0,9,9,3,3.0,3.0,General,
Charizard (Mega X),Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,Multipurpose,elite
Charizard (Mega X),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,elite
Charizard (Mega X),Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Charizard (Mega X),Wing Attack,fast,flying,1.0,5,7,2,2.5,3.5,Fast Charge,elite
Charizard (Mega Y),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Charizard (Mega Y),Dragon Breath,fast,dragon,1.0,4,3,1,4.0,3.0,Multipurpose,elite
Charizard (Mega Y),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,elite
Charizard (Mega Y),Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Charizard (Mega Y),Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,elite
Charizard (Shadow),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Charizard (Shadow),Dragon Breath,fast,dragon,1.0,4,3,1,4.0,3.0,Multipurpose,elite
Charizard (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,elite
Charizard (Shadow),Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Charizard (Shadow),Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,elite
Charjabug,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Charjabug,Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Charjabug,Volt Switch,fast,electric,1.2,12,16,4,3.0,4.0,Multipurpose,elite
Charmander,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Charmander,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Charmander (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Charmander (Shadow),Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Charmeleon,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Charmeleon,Fire Fang,fast,fire,1.2,8,6,2,4.0,3.0,Multipurpose,
Charmeleon,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,elite
Charmeleon (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Charmeleon (Shadow),Fire Fang,fast,fire,1.2,8,6,2,4.0,3.0,Multipurpose,
Charmeleon (Shadow),Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,elite
Chatot,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Chatot,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Cherrim (Overcast),Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,Fast Charge,
Cherrim (Overcast),Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Cherrim (Sunshine),Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,Fast Charge,
Cherrim (Sunshine),Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Cherubi,Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,Fast Charge,
Cherubi,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Chesnaught,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Chesnaught,Smack Down,fast,rock,1.0,11,8,3,3.67,2.67,Heavy Damage,
Chesnaught,Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Chespin,Take Down,fast,normal,1.0,5,8,3,1.67,2.67,Low Quality,
Chespin,Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Chewtle,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Chewtle,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Chi-Yu,Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,
Chi-Yu,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Chien-Pao,Powder Snow,fast,ice,1.2,5,8,2,2.5,4.0,Fast Charge,
Chien-Pao,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Chikorita,Magical Leaf,fast,grass,1.2,10,10,3,3.33,3.33,General,
Chikorita,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Chikorita,Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Chikorita (Shadow),Magical Leaf,fast,grass,1.2,10,10,3,3.33,3.33,General,
Chikorita (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Chikorita (Shadow),Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Chimchar,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Chimchar,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Chimchar (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Chimchar (Shadow),Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Chimecho,Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,Multipurpose,
Chimecho,Extrasensory,fast,psychic,1.2,8,10,3,2.67,3.33,General,
Chinchou,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Chinchou,Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Chingling,Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,Multipurpose,
Chingling,Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Cinccino,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Cinccino,Pound,fast,normal,1.2,4,4,2,2.0,2.0,Low Quality,
Cinderace,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Cinderace,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Clamperl,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Clauncher,Smack Down,fast,rock,1.0,11,8,3,3.67,2.67,Heavy Damage,
Clauncher,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Clawitzer,Smack Down,fast,rock,1.0,11,8,3,3.67,2.67,Heavy Damage,
Clawitzer,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Claydol,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Claydol,Extrasensory,fast,psychic,1.2,8,10,3,2.67,3.33,General,
Claydol,Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,Multipurpose,
Clefable,Charge Beam,fast,electric,1.0,5,11,3,1.67,3.67,Fast Charge,
Clefable,Charm,fast,fairy,1.2,15,6,3,5.0,2.0,Heavy Damage,
Clefable,Fairy Wind,fast,fairy,1.2,4,9,2,2.0,4.5,Fast Charge,
Clefable,Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,elite
Clefable,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Clefairy,Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Clefairy,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Cleffa,Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Cleffa,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Clobbopus,Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Clodsire,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Clodsire,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Clodsire,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Clodsire,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Clodsire,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Clodsire,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Clodsire,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Clodsire,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Cloyster,Frost Breath,fast,ice,1.2,7,5,2,3.5,2.5,Heavy Damage,
Cloyster,Ice Shard,fast,ice,1.2,9,10,3,3.0,3.33,General,
Cloyster (Shadow),Frost Breath,fast,ice,1.2,7,5,2,3.5,2.5,Heavy Damage,
Cloyster (Shadow),Ice Shard,fast,ice,1.2,9,10,3,3.0,3.33,General,
Coalossal,Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,
Coalossal,Smack Down,fast,rock,1.2,11,8,3,3.67,2.67,Heavy Damage,
Cobalion,Double Kick,fast,fighting,1.2,8,12,3,2.67,4.0,Multipurpose,
Cobalion,Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,General,
Cobalion,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Cofagrigus,Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,Multipurpose,
Cofagrigus,Shadow Claw,fast,ghost,1.2,6,8,2,3.0,4.0,Multipurpose,
Cofagrigus,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Combee,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Combusken,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Combusken,Peck,fast,flying,1.0,6,5,2,3.0,2.5,Low Quality,
Combusken (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Combusken (Shadow),Peck,fast,flying,1.0,6,5,2,3.0,2.5,Low Quality,
Comfey,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,
Comfey,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,Low Quality,
Comfey,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,Low Quality,
Comfey,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,Low Quality,
Comfey,Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,Low Quality,
Comfey,Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,Low Quality,
Comfey,Hidden Power (Flying),fast,flying,1.0,9,8,3,3.0,2.67,Low Quality,
Comfey,Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,Low Quality,
Comfey,Hidden Power (Grass),fast,grass,1.0,9,8,3,3.0,2.67,Low Quality,
Comfey,Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,Low Quality,
Comfey,Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,Low Quality,
Comfey,Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,Low Quality,
