pokemon,attacking_type,multiplier
Raticate (Alolan),fairy,1.6
Raticate (Alolan) (Shadow),normal,1.0
Raticate (Alolan) (Shadow),fighting,2.56
Raticate (Alolan) (Shadow),flying,1.0
Raticate (Alolan) (Shadow),poison,1.0
Raticate (Alolan) (Shadow),ground,1.0
Raticate (Alolan) (Shadow),rock,1.0
Raticate (Alolan) (Shadow),bug,1.6
Raticate (Alolan) (Shadow),ghost,0.244
Raticate (Alolan) (Shadow),steel,1.0
Raticate (Alolan) (Shadow),fire,1.0
Raticate (Alolan) (Shadow),water,1.0
Raticate (Alolan) (Shadow),grass,1.0
Raticate (Alolan) (Shadow),electric,1.0
Raticate (Alolan) (Shadow),psychic,0.391
Raticate (Alolan) (Shadow),ice,1.0
Raticate (Alolan) (Shadow),dragon,1.0
Raticate (Alolan) (Shadow),dark,0.625
Raticate (Alolan) (Shadow),fairy,1.6
Raticate (Shadow),normal,1.0
Raticate (Shadow),fighting,1.6
Raticate (Shadow),flying,1.0
Raticate (Shadow),poison,1.0
Raticate (Shadow),ground,1.0
Raticate (Shadow),rock,1.0
Raticate (Shadow),bug,1.0
Raticate (Shadow),ghost,0.391
Raticate (Shadow),steel,1.0
Raticate (Shadow),fire,1.0
Raticate (Shadow),water,1.0
Raticate (Shadow),grass,1.0
Raticate (Shadow),electric,1.0
Raticate (Shadow),psychic,1.0
Raticate (Shadow),ice,1.0
Raticate (Shadow),dragon,1.0
Raticate (Shadow),dark,1.0
Raticate (Shadow),fairy,1.0
Spearow,normal,1.0
Spearow,fighting,1.0
Spearow,flying,1.0
Spearow,poison,1.0
Spearow,ground,0.391
Spearow,rock,1.6
Spearow,bug,1.0
Spearow,ghost,0.391
Spearow,steel,1.0
Spearow,fire,1.0
Spearow,water,1.0
Spearow,grass,0.625
Spearow,electric,1.6
Spearow,psychic,1.0
Spearow,ice,1.6
Spearow,dragon,1.0
Spearow,dark,1.0
Spearow,fairy,1.0
Fearow,normal,1.0
Fearow,fighting,1.0
Fearow,flying,1.0
Fearow,poison,1.0
Fearow,ground,0.391
Fearow,rock,1.6
Fearow,bug,1.0
Fearow,ghost,0.391
Fearow,steel,1.0
Fearow,fire,1.0
Fearow,water,1.0
Fearow,grass,0.625
Fearow,electric,1.6
Fearow,psychic,1.0
Fearow,ice,1.6
Fearow,dragon,1.0
Fearow,dark,1.0
Fearow,fairy,1.0
Ekans,normal,1.0
Ekans,fighting,0.625
Ekans,flying,1.0
Ekans,poison,0.625
Ekans,ground,1.6
Ekans,rock,1.0
Ekans,bug,0.625
Ekans,ghost,1.0
Ekans,steel,1.0
Ekans,fire,1.0
Ekans,water,1.0
Ekans,grass,0.625
Ekans,electric,1.0
Ekans,psychic,1.6
Ekans,ice,1.0
Ekans,dragon,1.0
Ekans,dark,1.0
Ekans,fairy,0.625
Ekans (Shadow),normal,1.0
Ekans (Shadow),fighting,0.625
Ekans (Shadow),flying,1.0
Ekans (Shadow),poison,0.625
Ekans (Shadow),ground,1.6
Ekans (Shadow),rock,1.0
Ekans (Shadow),bug,0.625
Ekans (Shadow),ghost,1.0
Ekans (Shadow),steel,1.0
Ekans (Shadow),fire,1.0
Ekans (Shadow),water,1.0
Ekans (Shadow),grass,0.625
Ekans (Shadow),electric,1.0
Ekans (Shadow),psychic,1.6
Ekans (Shadow),ice,1.0
Ekans (Shadow),dragon,1.0
Ekans (Shadow),dark,1.0
Ekans (Shadow),fairy,0.625
Arbok,normal,1.0
Arbok,fighting,0.625
Arbok,flying,1.0
Arbok,poison,0.625
Arbok,ground,1.6
Arbok,rock,1.0
Arbok,bug,0.625
Arbok,ghost,1.0
Arbok,steel,1.0
Arbok,fire,1.0
Arbok,water,1.0
Arbok,grass,0.625
Arbok,electric,1.0
Arbok,psychic,1.6
Arbok,ice,1.0
Arbok,dragon,1.0
Arbok,dark,1.0
Arbok,fairy,0.625
Arbok (Shadow),normal,1.0
Arbok (Shadow),fighting,0.625
Arbok (Shadow),flying,1.0
Arbok (Shadow),poison,0.625
Arbok (Shadow),ground,1.6
Arbok (Shadow),rock,1.0
Arbok (Shadow),bug,0.625
Arbok (Shadow),ghost,1.0
Arbok (Shadow),steel,1.0
Arbok (Shadow),fire,1.0
Arbok (Shadow),water,1.0
Arbok (Shadow),grass,0.625
Arbok (Shadow),electric,1.0
Arbok (Shadow),psychic,1.6
Arbok (Shadow),ice,1.0
Arbok (Shadow),dragon,1.0
Arbok (Shadow),dark,1.0
Arbok (Shadow),fairy,0.625
Pikachu,normal,1.0
Pikachu,fighting,1.0
Pikachu,flying,0.625
Pikachu,poison,1.0
Pikachu,ground,1.6
Pikachu,rock,1.0
Pikachu,bug,1.0
Pikachu,ghost,1.0
Pikachu,steel,0.625
Pikachu,fire,1.0
Pikachu,water,1.0
Pikachu,grass,1.0
Pikachu,electric,0.625
Pikachu,psychic,1.0
Pikachu,ice,1.0
Pikachu,dragon,1.0
Pikachu,dark,1.0
Pikachu,fairy,1.0
Pikachu (5th Anniversary),normal,1.0
Pikachu (5th Anniversary),fighting,1.0
Pikachu (5th Anniversary),flying,0.625
Pikachu (5th Anniversary),poison,1.0
Pikachu (5th Anniversary),ground,1.6
Pikachu (5th Anniversary),rock,1.0
Pikachu (5th Anniversary),bug,1.0
Pikachu (5th Anniversary),ghost,1.0
Pikachu (5th Anniversary),steel,0.625
Pikachu (5th Anniversary),fire,1.0
Pikachu (5th Anniversary),water,1.0
Pikachu (5th Anniversary),grass,1.0
Pikachu (5th Anniversary),electric,0.625
Pikachu (5th Anniversary),psychic,1.0
Pikachu (5th Anniversary),ice,1.0
Pikachu (5th Anniversary),dragon,1.0
Pikachu (5th Anniversary),dark,1.0
Pikachu (5th Anniversary),fairy,1.0
Pikachu (Flying),normal,1.0
Pikachu (Flying),fighting,1.0
Pikachu (Flying),flying,0.625
Pikachu (Flying),poison,1.0
Pikachu (Flying),ground,1.6
Pikachu (Flying),rock,1.0
Pikachu (Flying),bug,1.0
Pikachu (Flying),ghost,1.0
Pikachu (Flying),steel,0.625
Pikachu (Flying),fire,1.0
Pikachu (Flying),water,1.0
Pikachu (Flying),grass,1.0
Pikachu (Flying),electric,0.625
Pikachu (Flying),psychic,1.0
Pikachu (Flying),ice,1.0
Pikachu (Flying),dragon,1.0
Pikachu (Flying),dark,1.0
Pikachu (Flying),fairy,1.0
Pikachu (Horizons),normal,1.0
Pikachu (Horizons),fighting,1.0
Pikachu (Horizons),flying,0.625
Pikachu (Horizons),poison,1.0
Pikachu (Horizons),ground,1.6
Pikachu (Horizons),rock,1.0
Pikachu (Horizons),bug,1.0
Pikachu (Horizons),ghost,1.0
Pikachu (Horizons),steel,0.625
Pikachu (Horizons),fire,1.0
Pikachu (Horizons),water,1.0
Pikachu (Horizons),grass,1.0
Pikachu (Horizons),electric,0.625
Pikachu (Horizons),psychic,1.0
Pikachu (Horizons),ice,1.0
Pikachu (Horizons),dragon,1.0
Pikachu (Horizons),dark,1.0
Pikachu (Horizons),fairy,1.0
Pikachu (Kariyushi),normal,1.0
Pikachu (Kariyushi),fighting,1.0
Pikachu (Kariyushi),flying,0.625
Pikachu (Kariyushi),poison,1.0
Pikachu (Kariyushi),ground,1.6
Pikachu (Kariyushi),rock,1.0
Pikachu (Kariyushi),bug,1.0
Pikachu (Kariyushi),ghost,1.0
Pikachu (Kariyushi),steel,0.625
Pikachu (Kariyushi),fire,1.0
Pikachu (Kariyushi),water,1.0
Pikachu (Kariyushi),grass,1.0
Pikachu (Kariyushi),electric,0.625
Pikachu (Kariyushi),psychic,1.0
Pikachu (Kariyushi),ice,1.0
Pikachu (Kariyushi),dragon,1.0
Pikachu (Kariyushi),dark,1.0
Pikachu (Kariyushi),fairy,1.0
Pikachu (Libre),normal,1.0
Pikachu (Libre),fighting,1.0
Pikachu (Libre),flying,0.625
Pikachu (Libre),poison,1.0
Pikachu (Libre),ground,1.6
Pikachu (Libre),rock,1.0
Pikachu (Libre),bug,1.0
Pikachu (Libre),ghost,1.0
Pikachu (Libre),steel,0.625
Pikachu (Libre),fire,1.0
Pikachu (Libre),water,1.0
Pikachu (Libre),grass,1.0
Pikachu (Libre),electric,0.625
Pikachu (Libre),psychic,1.0
Pikachu (Libre),ice,1.0
Pikachu (Libre),dragon,1.0
Pikachu (Libre),dark,1.0
Pikachu (Libre),fairy,1.0
Pikachu (Pop Star),normal,1.0
Pikachu (Pop Star),fighting,1.0
Pikachu (Pop Star),flying,0.625
Pikachu (Pop Star),poison,1.0
Pikachu (Pop Star),ground,1.6
Pikachu (Pop Star),rock,1.0
Pikachu (Pop Star),bug,1.0
Pikachu (Pop Star),ghost,1.0
Pikachu (Pop Star),steel,0.625
Pikachu (Pop Star),fire,1.0
Pikachu (Pop Star),water,1.0
Pikachu (Pop Star),grass,1.0
Pikachu (Pop Star),electric,0.625
Pikachu (Pop Star),psychic,1.0
Pikachu (Pop Star),ice,1.0
Pikachu (Pop Star),dragon,1.0
Pikachu (Pop Star),dark,1.0
Pikachu (Pop Star),fairy,1.0
Pikachu (Rock Star),normal,1.0
Pikachu (Rock Star),fighting,1.0
Pikachu (Rock Star),flying,0.625
Pikachu (Rock Star),poison,1.0
Pikachu (Rock Star),ground,1.6
Pikachu (Rock Star),rock,1.0
Pikachu (Rock Star),bug,1.0
Pikachu (Rock Star),ghost,1.0
Pikachu (Rock Star),steel,0.625
Pikachu (Rock Star),fire,1.0
Pikachu (Rock Star),water,1.0
Pikachu (Rock Star),grass,1.0
Pikachu (Rock Star),electric,0.625
Pikachu (Rock Star),psychic,1.0
Pikachu (Rock Star),ice,1.0
Pikachu (Rock Star),dragon,1.0
Pikachu (Rock Star),dark,1.0
Pikachu (Rock Star),fairy,1.0
Pikachu (Shaymin Scarf),normal,1.0
Pikachu (Shaymin Scarf),fighting,1.0
Pikachu (Shaymin Scarf),flying,0.625
Pikachu (Shaymin Scarf),poison,1.0
Pikachu (Shaymin Scarf),ground,1.6
Pikachu (Shaymin Scarf),rock,1.0
Pikachu (Shaymin Scarf),bug,1.0
Pikachu (Shaymin Scarf),ghost,1.0
Pikachu (Shaymin Scarf),steel,0.625
Pikachu (Shaymin Scarf),fire,1.0
Pikachu (Shaymin Scarf),water,1.0
Pikachu (Shaymin Scarf),grass,1.0
Pikachu (Shaymin Scarf),electric,0.625
Pikachu (Shaymin Scarf),psychic,1.0
Pikachu (Shaymin Scarf),ice,1.0
Pikachu (Shaymin Scarf),dragon,1.0
Pikachu (Shaymin Scarf),dark,1.0
Pikachu (Shaymin Scarf),fairy,1.0
Raichu,normal,1.0
Raichu,fighting,1.0
Raichu,flying,0.625
Raichu,poison,1.0
Raichu,ground,1.6
Raichu,rock,1.0
Raichu,bug,1.0
Raichu,ghost,1.0
Raichu,steel,0.625
Raichu,fire,1.0
Raichu,water,1.0
Raichu,grass,1.0
Raichu,electric,0.625
Raichu,psychic,1.0
Raichu,ice,1.0
Raichu,dragon,1.0
Raichu,dark,1.0
Raichu,fairy,1.0
Raichu (Alolan),normal,1.0
Raichu (Alolan),fighting,0.625
Raichu (Alolan),flying,0.625
Raichu (Alolan),poison,1.0
Raichu (Alolan),ground,1.6
Raichu (Alolan),rock,1.0
Raichu (Alolan),bug,1.6
Raichu (Alolan),ghost,1.6
Raichu (Alolan),steel,0.625
Raichu (Alolan),fire,1.0
Raichu (Alolan),water,1.0
Raichu (Alolan),grass,1.0
Raichu (Alolan),electric,0.625
Raichu (Alolan),psychic,0.625
Raichu (Alolan),ice,1.0
Raichu (Alolan),dragon,1.0
Raichu (Alolan),dark,1.6
Raichu (Alolan),fairy,1.0
Sandshrew,normal,1.0
Sandshrew,fighting,1.0
Sandshrew,flying,1.0
Sandshrew,poison,0.625
Sandshrew,ground,1.0
Sandshrew,rock,0.625
Sandshrew,bug,1.0
Sandshrew,ghost,1.0
Sandshrew,steel,1.0
Sandshrew,fire,1.0
Sandshrew,water,1.6
Sandshrew,grass,1.6
Sandshrew,electric,0.391
Sandshrew,psychic,1.0
Sandshrew,ice,1.6
Sandshrew,dragon,1.0
Sandshrew,dark,1.0
Sandshrew,fairy,1.0
Sandshrew (Alolan),normal,0.625
Sandshrew (Alolan),fighting,2.56
Sandshrew (Alolan),flying,0.625
Sandshrew (Alolan),poison,0.391
Sandshrew (Alolan),ground,1.6
Sandshrew (Alolan),rock,1.0
Sandshrew (Alolan),bug,0.625
Sandshrew (Alolan),ghost,1.0
Sandshrew (Alolan),steel,1.0
Sandshrew (Alolan),fire,2.56
Sandshrew (Alolan),water,1.0
Sandshrew (Alolan),grass,0.625
Sandshrew (Alolan),electric,1.0
Sandshrew (Alolan),psychic,0.625
Sandshrew (Alolan),ice,0.391
Sandshrew (Alolan),dragon,0.625
Sandshrew (Alolan),dark,1.0
Sandshrew (Alolan),fairy,0.625
Sandshrew (Alolan) (Shadow),normal,0.625
Sandshrew (Alolan) (Shadow),fighting,2.56
Sandshrew (Alolan) (Shadow),flying,0.625
Sandshrew (Alolan) (Shadow),poison,0.391
Sandshrew (Alolan) (Shadow),ground,1.6
Sandshrew (Alolan) (Shadow),rock,1.0
Sandshrew (Alolan) (Shadow),bug,0.625
Sandshrew (Alolan) (Shadow),ghost,1.0
Sandshrew (Alolan) (Shadow),steel,1.0
Sandshrew (Alolan) (Shadow),fire,2.56
Sandshrew (Alolan) (Shadow),water,1.0
Sandshrew (Alolan) (Shadow),grass,0.625
Sandshrew (Alolan) (Shadow),electric,1.0
Sandshrew (Alolan) (Shadow),psychic,0.625
Sandshrew (Alolan) (Shadow),ice,0.391
Sandshrew (Alolan) (Shadow),dragon,0.625
Sandshrew (Alolan) (Shadow),dark,1.0
Sandshrew (Alolan) (Shadow),fairy,0.625
Sandshrew (Shadow),normal,1.0
Sandshrew (Shadow),fighting,1.0
Sandshrew (Shadow),flying,1.0
Sandshrew (Shadow),poison,0.625
Sandshrew (Shadow),ground,1.0
Sandshrew (Shadow),rock,0.625
Sandshrew (Shadow),bug,1.0
Sandshrew (Shadow),ghost,1.0
Sandshrew (Shadow),steel,1.0
Sandshrew (Shadow),fire,1.0
Sandshrew (Shadow),water,1.6
Sandshrew (Shadow),grass,1.6
Sandshrew (Shadow),electric,0.391
Sandshrew (Shadow),psychic,1.0
Sandshrew (Shadow),ice,1.6
Sandshrew (Shadow),dragon,1.0
Sandshrew (Shadow),dark,1.0
Sandshrew (Shadow),fairy,1.0
Sandslash,normal,1.0
Sandslash,fighting,1.0
Sandslash,flying,1.0
Sandslash,poison,0.625
Sandslash,ground,1.0
Sandslash,rock,0.625
Sandslash,bug,1.0
Sandslash,ghost,1.0
Sandslash,steel,1.0
Sandslash,fire,1.0
Sandslash,water,1.6
Sandslash,grass,1.6
Sandslash,electric,0.391
Sandslash,psychic,1.0
Sandslash,ice,1.6
Sandslash,dragon,1.0
Sandslash,dark,1.0
Sandslash,fairy,1.0
Sandslash (Alolan),normal,0.625
Sandslash (Alolan),fighting,2.56
Sandslash (Alolan),flying,0.625
Sandslash (Alolan),poison,0.391
Sandslash (Alolan),ground,1.6
Sandslash (Alolan),rock,1.0
Sandslash (Alolan),bug,0.625
Sandslash (Alolan),ghost,1.0
Sandslash (Alolan),steel,1.0
Sandslash (Alolan),fire,2.56
Sandslash (Alolan),water,1.0
Sandslash (Alolan),grass,0.625
Sandslash (Alolan),electric,1.0
Sandslash (Alolan),psychic,0.625
Sandslash (Alolan),ice,0.391
Sandslash (Alolan),dragon,0.625
Sandslash (Alolan),dark,1.0
Sandslash (Alolan),fairy,0.625
Sandslash (Alolan) (Shadow),normal,0.625
Sandslash (Alolan) (Shadow),fighting,2.56
Sandslash (Alolan) (Shadow),flying,0.625
Sandslash (Alolan) (Shadow),poison,0.391
Sandslash (Alolan) (Shadow),ground,1.6
Sandslash (Alolan) (Shadow),rock,1.0
Sandslash (Alolan) (Shadow),bug,0.625
Sandslash (Alolan) (Shadow),ghost,1.0
Sandslash (Alolan) (Shadow),steel,1.0
Sandslash (Alolan) (Shadow),fire,2.56
Sandslash (Alolan) (Shadow),water,1.0
Sandslash (Alolan) (Shadow),grass,0.625
Sandslash (Alolan) (Shadow),electric,1.0
Sandslash (Alolan) (Shadow),psychic,0.625
Sandslash (Alolan) (Shadow),ice,0.391
Sandslash (Alolan) (Shadow),dragon,0.625
Sandslash (Alolan) (Shadow),dark,1.0
Sandslash (Alolan) (Shadow),fairy,0.625
Sandslash (Shadow),normal,1.0
Sandslash (Shadow),fighting,1.0
Sandslash (Shadow),flying,1.0
Sandslash (Shadow),poison,0.625
Sandslash (Shadow),ground,1.0
Sandslash (Shadow),rock,0.625
Sandslash (Shadow),bug,1.0
Sandslash (Shadow),ghost,1.0
Sandslash (Shadow),steel,1.0
Sandslash (Shadow),fire,1.0
Sandslash (Shadow),water,1.6
Sandslash (Shadow),grass,1.6
Sandslash (Shadow),electric,0.391
Sandslash (Shadow),psychic,1.0
Sandslash (Shadow),ice,1.6
Sandslash (Shadow),dragon,1.0
Sandslash (Shadow),dark,1.0
Sandslash (Shadow),fairy,1.0
Nidoran Female,normal,1.0
Nidoran Female,fighting,0.625
Nidoran Female,flying,1.0
Nidoran Female,poison,0.625
Nidoran Female,ground,1.6
Nidoran Female,rock,1.0
Nidoran Female,bug,0.625
Nidoran Female,ghost,1.0
Nidoran Female,steel,1.0
Nidoran Female,fire,1.0
Nidoran Female,water,1.0
Nidoran Female,grass,0.625
Nidoran Female,electric,1.0
Nidoran Female,psychic,1.6
Nidoran Female,ice,1.0
Nidoran Female,dragon,1.0
Nidoran Female,dark,1.0
Nidoran Female,fairy,0.625
Nidoran Female (Shadow),normal,1.0
Nidoran Female (Shadow),fighting,0.625
Nidoran Female (Shadow),flying,1.0
Nidoran Female (Shadow),poison,0.625
Nidoran Female (Shadow),ground,1.6
Nidoran Female (Shadow),rock,1.0
Nidoran Female (Shadow),bug,0.625
Nidoran Female (Shadow),ghost,1.0
Nidoran Female (Shadow),steel,1.0
Nidoran Female (Shadow),fire,1.0
Nidoran Female (Shadow),water,1.0
Nidoran Female (Shadow),grass,0.625
Nidoran Female (Shadow),electric,1.0
Nidoran Female (Shadow),psychic,1.6
Nidoran Female (Shadow),ice,1.0
Nidoran Female (Shadow),dragon,1.0
Nidoran Female (Shadow),dark,1.0
Nidoran Female (Shadow),fairy,0.625
Nidorina,normal,1.0
Nidorina,fighting,0.625
Nidorina,flying,1.0
Nidorina,poison,0.625
Nidorina,ground,1.6
Nidorina,rock,1.0
Nidorina,bug,0.625
Nidorina,ghost,1.0
Nidorina,steel,1.0
Nidorina,fire,1.0
Nidorina,water,1.0
Nidorina,grass,0.625
Nidorina,electric,1.0
Nidorina,psychic,1.6
Nidorina,ice,1.0
Nidorina,dragon,1.0
Nidorina,dark,1.0
Nidorina,fairy,0.625
Nidorina (Shadow),normal,1.0
Nidorina (Shadow),fighting,0.625
Nidorina (Shadow),flying,1.0
Nidorina (Shadow),poison,0.625
Nidorina (Shadow),ground,1.6
Nidorina (Shadow),rock,1.0
Nidorina (Shadow),bug,0.625
Nidorina (Shadow),ghost,1.0
Nidorina (Shadow),steel,1.0
Nidorina (Shadow),fire,1.0
Nidorina (Shadow),water,1.0
Nidorina (Shadow),grass,0.625
Nidorina (Shadow),electric,1.0
Nidorina (Shadow),psychic,1.6
Nidorina (Shadow),ice,1.0
Nidorina (Shadow),dragon,1.0
Nidorina (Shadow),dark,1.0
Nidorina (Shadow),fairy,0.625
Nidoqueen,normal,1.0
Nidoqueen,fighting,0.625
Nidoqueen,flying,1.0
Nidoqueen,poison,0.391
Nidoqueen,ground,1.6
Nidoqueen,rock,0.625
Nidoqueen,bug,0.625
Nidoqueen,ghost,1.0
Nidoqueen,steel,1.0
Nidoqueen,fire,1.0
Nidoqueen,water,1.6
Nidoqueen,grass,1.0
Nidoqueen,electric,0.391
Nidoqueen,psychic,1.6
Nidoqueen,ice,1.6
Nidoqueen,dragon,1.0
Nidoqueen,dark,1.0
Nidoqueen,fairy,0.625
Nidoqueen (Shadow),normal,1.0
Nidoqueen (Shadow),fighting,0.625
Nidoqueen (Shadow),flying,1.0
Nidoqueen (Shadow),poison,0.391
Nidoqueen (Shadow),ground,1.6
Nidoqueen (Shadow),rock,0.625
Nidoqueen (Shadow),bug,0.625
Nidoqueen (Shadow),ghost,1.0
Nidoqueen (Shadow),steel,1.0
Nidoqueen (Shadow),fire,1.0
Nidoqueen (Shadow),water,1.6
Nidoqueen (Shadow),grass,1.0
Nidoqueen (Shadow),electric,0.391
Nidoqueen (Shadow),psychic,1.6
Nidoqueen (Shadow),ice,1.6
Nidoqueen (Shadow),dragon,1.0
Nidoqueen (Shadow),dark,1.0
Nidoqueen (Shadow),fairy,0.625
Nidoran Male,normal,1.0
Nidoran Male,fighting,0.625
Nidoran Male,flying,1.0
Nidoran Male,poison,0.625
Nidoran Male,ground,1.6
Nidoran Male,rock,1.0
Nidoran Male,bug,0.625
Nidoran Male,ghost,1.0
Nidoran Male,steel,1.0
Nidoran Male,fire,1.0
Nidoran Male,water,1.0
Nidoran Male,grass,0.625
Nidoran Male,electric,1.0
Nidoran Male,psychic,1.6
Nidoran Male,ice,1.0
Nidoran Male,dragon,1.0
Nidoran Male,dark,1.0
Nidoran Male,fairy,0.625
Nidoran Male (Shadow),normal,1.0
Nidoran Male (Shadow),fighting,0.625
Nidoran Male (Shadow),flying,1.0
Nidoran Male (Shadow),poison,0.625
Nidoran Male (Shadow),ground,1.6
Nidoran Male (Shadow),rock,1.0
Nidoran Male (Shadow),bug,0.625
Nidoran Male (Shadow),ghost,1.0
Nidoran Male (Shadow),steel,1.0
Nidoran Male (Shadow),fire,1.0
Nidoran Male (Shadow),water,1.0
Nidoran Male (Shadow),grass,0.625
Nidoran Male (Shadow),electric,1.0
Nidoran Male (Shadow),psychic,1.6
Nidoran Male (Shadow),ice,1.0
Nidoran Male (Shadow),dragon,1.0
Nidoran Male (Shadow),dark,1.0
Nidoran Male (Shadow),fairy,0.625
Nidorino,normal,1.0
Nidorino,fighting,0.625
Nidorino,flying,1.0
Nidorino,poison,0.625
Nidorino,ground,1.6
Nidorino,rock,1.0
Nidorino,bug,0.625
Nidorino,ghost,1.0
Nidorino,steel,1.0
Nidorino,fire,1.0
Nidorino,water,1.0
Nidorino,grass,0.625
Nidorino,electric,1.0
Nidorino,psychic,1.6
Nidorino,ice,1.0
Nidorino,dragon,1.0
Nidorino,dark,1.0
Nidorino,fairy,0.625
Nidorino (Shadow),normal,1.0
Nidorino (Shadow),fighting,0.625
Nidorino (Shadow),flying,1.0
Nidorino (Shadow),poison,0.625
Nidorino (Shadow),ground,1.6
Nidorino (Shadow),rock,1.0
Nidorino (Shadow),bug,0.625
Nidorino (Shadow),ghost,1.0
Nidorino (Shadow),steel,1.0
Nidorino (Shadow),fire,1.0
Nidorino (Shadow),water,1.0
Nidorino (Shadow),grass,0.625
Nidorino (Shadow),electric,1.0
Nidorino (Shadow),psychic,1.6
Nidorino (Shadow),ice,1.0
Nidorino (Shadow),dragon,1.0
Nidorino (Shadow),dark,1.0
Nidorino (Shadow),fairy,0.625
Nidoking,normal,1.0
Nidoking,fighting,0.625
Nidoking,flying,1.0
Nidoking,poison,0.391
Nidoking,ground,1.6
Nidoking,rock,0.625
Nidoking,bug,0.625
Nidoking,ghost,1.0
Nidoking,steel,1.0
Nidoking,fire,1.0
Nidoking,water,1.6
Nidoking,grass,1.0
Nidoking,electric,0.391
Nidoking,psychic,1.6
Nidoking,ice,1.6
Nidoking,dragon,1.0
Nidoking,dark,1.0
Nidoking,fairy,0.625
Nidoking (Shadow),normal,1.0
Nidoking (Shadow),fighting,0.625
Nidoking (Shadow),flying,1.0
Nidoking (Shadow),poison,0.391
Nidoking (Shadow),ground,1.6
Nidoking (Shadow),rock,0.625
Nidoking (Shadow),bug,0.625
Nidoking (Shadow),ghost,1.0
Nidoking (Shadow),steel,1.0
Nidoking (Shadow),fire,1.0
Nidoking (Shadow),water,1.6
Nidoking (Shadow),grass,1.0
Nidoking (Shadow),electric,0.391
Nidoking (Shadow),psychic,1.6
Nidoking (Shadow),ice,1.6
Nidoking (Shadow),dragon,1.0
Nidoking (Shadow),dark,1.0
Nidoking (Shadow),fairy,0.625
Clefairy,normal,1.0
Clefairy,fighting,0.625
Clefairy,flying,1.0
Clefairy,poison,1.6
Clefairy,ground,1.0
Clefairy,rock,1.0
Clefairy,bug,0.625
Clefairy,ghost,1.0
Clefairy,steel,1.6
Clefairy,fire,1.0
Clefairy,water,1.0
Clefairy,grass,1.0
Clefairy,electric,1.0
Clefairy,psychic,1.0
Clefairy,ice,1.0
Clefairy,dragon,0.391
Clefairy,dark,0.625
Clefairy,fairy,1.0
Clefable,normal,1.0
Clefable,fighting,0.625
Clefable,flying,1.0
Clefable,poison,1.6
Clefable,ground,1.0
Clefable,rock,1.0
Clefable,bug,0.625
Clefable,ghost,1.0
Clefable,steel,1.6
Clefable,fire,1.0
Clefable,water,1.0
Clefable,grass,1.0
Clefable,electric,1.0
Clefable,psychic,1.0
Clefable,ice,1.0
Clefable,dragon,0.391
Clefable,dark,0.625
Clefable,fairy,1.0
Vulpix,normal,1.0
Vulpix,fighting,1.0
Vulpix,flying,1.0
Vulpix,poison,1.0
Vulpix,ground,1.6
Vulpix,rock,1.6
Vulpix,bug,0.625
Vulpix,ghost,1.0
Vulpix,steel,0.625
Vulpix,fire,0.625
Vulpix,water,1.6
Vulpix,grass,0.625
Vulpix,electric,1.0
Vulpix,psychic,1.0
Vulpix,ice,0.625
Vulpix,dragon,1.0
Vulpix,dark,1.0
Vulpix,fairy,0.625
Vulpix (Alolan),normal,1.0
Vulpix (Alolan),fighting,1.6
Vulpix (Alolan),flying,1.0
Vulpix (Alolan),poison,1.0
Vulpix (Alolan),ground,1.0
Vulpix (Alolan),rock,1.6
Vulpix (Alolan),bug,1.0
Vulpix (Alolan),ghost,1.0
Vulpix (Alolan),steel,1.6
Vulpix (Alolan),fire,1.6
Vulpix (Alolan),water,1.0
Vulpix (Alolan),grass,1.0
Vulpix (Alolan),electric,1.0
Vulpix (Alolan),psychic,1.0
Vulpix (Alolan),ice,0.625
Vulpix (Alolan),dragon,1.0
Vulpix (Alolan),dark,1.0
Vulpix (Alolan),fairy,1.0
Vulpix (Alolan) (Shadow),normal,1.0
Vulpix (Alolan) (Shadow),fighting,1.6
Vulpix (Alolan) (Shadow),flying,1.0
Vulpix (Alolan) (Shadow),poison,1.0
Vulpix (Alolan) (Shadow),ground,1.0
Vulpix (Alolan) (Shadow),rock,1.6
Vulpix (Alolan) (Shadow),bug,1.0
Vulpix (Alolan) (Shadow),ghost,1.0
Vulpix (Alolan) (Shadow),steel,1.6
Vulpix (Alolan) (Shadow),fire,1.6
Vulpix (Alolan) (Shadow),water,1.0
Vulpix (Alolan) (Shadow),grass,1.0
Vulpix (Alolan) (Shadow),electric,1.0
Vulpix (Alolan) (Shadow),psychic,1.0
Vulpix (Alolan) (Shadow),ice,0.625
Vulpix (Alolan) (Shadow),dragon,1.0
Vulpix (Alolan) (Shadow),dark,1.0
Vulpix (Alolan) (Shadow),fairy,1.0
Vulpix (Shadow),normal,1.0
Vulpix (Shadow),fighting,1.0
Vulpix (Shadow),flying,1.0
Vulpix (Shadow),poison,1.0
Vulpix (Shadow),ground,1.6
Vulpix (Shadow),rock,1.6
Vulpix (Shadow),bug,0.625
Vulpix (Shadow),ghost,1.0
Vulpix (Shadow),steel,0.625
Vulpix (Shadow),fire,0.625
Vulpix (Shadow),water,1.6
Vulpix (Shadow),grass,0.625
Vulpix (Shadow),electric,1.0
Vulpix (Shadow),psychic,1.0
Vulpix (Shadow),ice,0.625
Vulpix (Shadow),dragon,1.0
Vulpix (Shadow),dark,1.0
Vulpix (Shadow),fairy,0.625
Ninetales,normal,1.0
Ninetales,fighting,1.0
